,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating
328,,,,3.25,,,,,,,,,4.0,5.0,,,,3.0,,
329,2.89,4.22,2.6,3.22,3.67,,4.0,3.69,1.0,,,0.5,3.12,3.33,,3.6,4.1,4.12,2.83,2.5
330,1.0,,,3.0,,,,,2.0,,,,3.5,2.0,,3.0,,,,
331,2.0,,,3.0,3.0,,4.0,,,,,,,,,,,,3.0,
332,,,,3.0,,,,,2.0,,,,3.5,3.0,,,4.0,3.5,,
333,2.9,3.75,,2.88,3.5,,,4.33,3.0,,,,3.5,2.5,,4.0,4.0,3.67,2.5,
334,,2.0,1.0,2.5,,,,,,,1.0,,4.0,,,4.0,4.0,3.0,,
335,,,,,,,,,2.0,,,,3.0,,,,4.0,,,
336,,,,3.0,,,,,,,,,,,,,,,,
337,3.06,3.8,5.0,3.62,,,4.0,5.0,,,,3.0,4.21,3.0,,4.11,3.95,4.1,3.42,3.5
338,1.38,,,3.0,,,,,,,,,2.75,3.0,,3.0,4.33,,,
339,3.07,4.75,3.5,3.43,2.17,,,4.33,2.5,,,,2.93,3.5,,3.5,3.5,3.56,3.62,4.17
340,,,,2.33,,,,,,,,,3.0,,,3.0,,4.0,,
341,,4.0,,,,,,,,,,,5.0,,,,,,,
342,2.72,4.0,3.5,3.65,2.33,,,4.0,3.0,2.5,,,3.56,3.0,,4.0,4.0,4.0,2.0,4.0
343,,,,,,,,,,,,,,,,3.0,,,,
344,2.42,3.36,3.0,2.82,2.75,,,4.21,2.42,,,2.5,2.76,3.64,,2.71,3.58,3.1,2.12,2.92
345,2.75,3.88,4.5,3.0,,,,3.83,,,,,4.06,4.5,,,4.21,4.0,3.7,4.0
346,3.0,,,3.0,,,,,,,,3.0,3.0,,,,3.0,,3.0,
347,,,,,4.0,,,,2.0,,,,4.0,,,4.0,4.5,,,
348,3.38,3.0,3.0,3.93,,,5.0,5.0,,,,,3.5,4.25,,5.0,4.43,4.0,4.5,3.67
349,3.27,4.58,3.83,3.36,4.25,,3.5,4.5,3.0,,,,3.74,3.5,,3.94,4.18,3.8,4.0,3.8
350,2.78,3.5,4.0,3.19,3.0,,,4.0,,,,,3.29,3.75,,3.7,4.0,3.33,2.88,3.2
351,2.5,,3.0,3.0,,,,,,,,,2.0,,,4.25,3.0,4.0,,4.0
352,,,,3.5,2.0,,,5.0,,,,,3.0,,,,4.0,3.0,3.0,
353,2.67,4.5,3.4,3.52,,,,,3.0,,,,3.75,3.75,,3.83,4.0,4.25,2.38,4.0
354,,,,,,,,,,,,,3.0,,,,,,,4.0
355,1.58,,1.25,2.06,2.25,,,5.0,0.5,,,,3.75,2.0,,2.75,1.0,2.0,2.5,
356,3.29,4.05,4.05,3.91,3.65,,4.42,4.7,2.9,,,4.25,3.79,4.37,,4.29,4.46,4.11,3.88,4.25
357,2.88,3.86,4.0,3.52,3.5,,4.5,4.7,3.17,,,,3.68,5.0,,3.68,4.12,3.94,3.41,4.5
358,,,,2.0,1.0,,,,,,,,,,,2.5,4.0,,2.5,
360,2.0,,3.0,2.5,,,,,,,,,2.5,,,3.0,,3.0,2.5,
361,3.17,,4.0,3.19,,,,5.0,,,,,3.67,,,4.0,,3.0,3.0,3.0
362,3.0,3.0,3.5,3.42,,,,,,,,4.0,3.29,,,3.75,3.5,5.0,3.0,3.0
363,,,,3.5,,,,,,,,,5.0,,,4.0,,,5.0,
364,3.1,3.81,3.29,3.12,2.5,,4.5,4.79,2.6,,,3.25,3.89,3.08,,4.12,4.33,4.6,3.97,4.21
365,3.0,4.5,,3.38,,,1.0,,,,,,3.0,,,,,,2.0,
366,,,,3.0,1.0,,,,,,,,4.0,3.0,,,4.0,4.0,,
367,2.58,3.43,3.17,2.68,2.83,,4.0,4.17,1.9,,,1.5,3.44,2.8,,2.88,3.92,3.25,2.95,3.33
368,2.83,4.0,3.67,3.45,4.0,,,4.0,1.0,,,,3.8,4.33,,3.61,4.0,4.0,2.5,5.0
369,,,,3.33,,,,,,,,,2.83,,,3.0,,4.0,2.0,
370,2.64,4.0,2.75,2.91,2.0,,5.0,4.5,2.5,3.5,,,3.2,3.17,,3.06,4.25,3.2,2.17,2.83
371,3.5,,,3.33,,,,4.0,2.0,,,,3.0,,,3.67,,2.5,3.5,3.0
372,2.17,3.5,4.0,3.0,,3.5,,,3.0,,,,2.4,,,3.0,3.75,2.0,4.0,3.75
373,,,4.0,3.8,,,,5.0,3.5,,,,4.0,,,,4.5,5.0,4.0,4.0
374,1.5,4.0,3.0,1.9,1.0,,,,1.0,,,,1.0,,,2.67,3.5,2.75,1.0,
375,3.0,,,,,,,,,,,,4.0,,,,,,4.0,
376,3.0,3.83,3.0,3.22,3.5,,,4.0,,,,3.0,3.42,,,3.25,3.88,4.33,3.5,2.5
377,3.33,4.22,3.17,3.25,4.5,,,4.12,2.5,,,,3.65,3.36,,3.54,3.85,4.08,3.45,3.57
378,3.0,5.0,3.0,3.0,,,,4.0,,,,,1.0,,,4.0,4.0,3.0,2.5,4.0
379,2.67,4.0,3.0,3.14,,,,4.0,,,,,3.5,,,3.75,3.5,4.0,2.0,
380,2.86,4.06,3.14,3.38,3.08,,4.0,4.4,2.7,,,2.0,3.56,4.31,,3.55,3.89,3.69,3.42,3.09
381,2.38,4.0,3.0,3.1,1.0,,,,,,,,3.5,,,3.0,3.5,3.33,3.5,4.0
382,2.5,4.0,,3.5,1.0,,,4.0,3.5,,,,2.67,,,3.5,3.0,4.0,3.0,2.0
383,2.0,,4.0,3.0,,,,,,,,,2.17,,,4.0,4.0,,,
384,2.0,,,3.0,,,,,,,,,5.0,,,,,,3.0,
387,,,,,,,,,,,,,4.0,,,,,3.0,,4.0
388,4.0,,,3.0,,,,,,,,,4.0,,,,4.0,,,
389,,,,4.0,,,,,,,,,,,,,,,,
390,,,,3.5,,,,,3.0,,5.0,,4.5,,,,,,,
391,,,,,,,,,,,,,3.0,,,,,3.0,3.0,
392,,,,,1.0,,,,,,,,3.5,,,,,,,
393,1.0,,,2.75,,,,,,,,,3.0,,,,,,1.0,
401,,,,,,,,,,,,,,,,,,,4.0,
405,1.5,,,2.12,3.0,,,,,,,,2.5,1.0,,3.0,2.5,,,
407,,,,2.7,,,,,,,,,4.0,,,3.0,2.0,,,
408,3.0,,,,,,,,,,,,,,,,,,,
409,,,,2.5,,,,,,,,,,,,,,,,
410,2.8,3.25,3.0,2.97,2.75,,,3.5,1.83,,,3.5,3.54,3.5,,3.0,3.42,3.62,3.0,3.25
412,2.75,2.0,,3.1,3.5,,,5.0,,,,,3.5,,,4.33,5.0,5.0,3.5,4.0
413,1.67,4.0,1.5,1.62,,,,,2.5,,,,3.33,3.0,,2.3,,3.0,2.0,4.0
414,1.75,,3.0,3.0,,,,,,,,,3.0,,,3.0,,,2.0,
415,1.75,3.0,4.0,1.0,3.0,,,4.0,,,,,3.0,,,4.0,4.5,2.0,2.0,
416,2.25,,,3.0,,,,4.0,,,,,5.0,,,,,3.0,,
417,,,,3.25,,,4.0,,,,,,3.5,,,,4.33,3.0,4.0,3.0
418,,,,,,,,,,,,,3.0,,,,,,,3.0
419,1.5,,,3.75,,,,,,,,,2.75,3.0,,2.33,3.0,2.0,1.0,
420,1.72,3.33,3.0,2.88,2.33,,,4.0,,,,,2.36,3.0,,3.0,2.5,3.62,2.0,2.33
421,3.0,,,4.0,1.0,,,,,,,,3.25,,,3.5,2.0,,,
422,2.0,,,3.0,,,,5.0,,,,,5.0,,,4.0,3.83,,3.0,
423,3.0,,,2.8,,,,,,,,,3.83,,,3.33,5.0,4.0,,
424,2.5,,,,,,,,,,,,,,,4.0,,,,
425,,,,,,,,4.0,,,,,3.75,,,4.0,,,,
426,3.0,,,3.0,,,,,,,,,5.0,3.0,,2.5,3.5,3.0,3.0,
427,1.0,,,2.5,,,,,,,,,2.33,,,,3.0,4.0,2.0,
428,3.0,3.0,4.0,3.67,4.0,,,4.0,,,,,3.25,4.0,,4.0,4.67,,3.0,4.0
429,2.33,,,2.0,,,,,1.0,,,,3.5,,,,,,1.0,5.0
431,3.25,,,3.62,,,4.0,3.0,2.83,,,,3.44,4.25,,4.2,4.0,4.0,,4.0
432,2.25,2.5,3.0,2.35,3.0,,,3.5,1.0,,,1.5,2.75,1.5,,3.19,3.5,2.33,2.5,3.33
433,3.0,,,3.0,1.0,,,,,,,,,,,3.0,,,,4.0
434,2.44,4.0,3.5,2.79,2.6,,4.0,4.42,2.5,,,,2.92,3.0,,3.0,3.75,3.61,2.83,2.6
435,2.12,3.5,2.0,2.64,2.5,,,2.5,1.0,,,2.0,2.44,,,3.33,3.33,3.0,1.33,2.38
436,,,,2.5,,,,,,,1.0,,1.0,,,,,4.0,,
437,2.0,,,3.0,3.0,,,,,,,,3.0,,,,,,,
438,,,,3.0,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,1.0,,,,,,,,
440,2.9,4.0,3.5,3.46,,,,4.5,2.75,,,,3.55,3.75,,3.75,4.17,3.58,3.2,3.86
441,3.25,4.0,1.0,3.64,,,,5.0,4.0,,,,3.68,,,4.0,3.62,4.5,3.5,
442,2.44,4.38,3.0,2.98,2.75,,,4.0,1.17,,,,3.0,4.33,,2.71,2.94,3.75,2.5,3.0
443,2.0,,2.0,5.0,,,,,,,1.0,,3.0,,,,,,,
444,,,,3.75,,,,,,,,,3.0,,,,3.25,1.0,,
445,3.0,5.0,,2.0,,,,,,,,,3.0,,,4.0,,,3.0,
446,,,,4.25,,,,,,,,,3.67,,,5.0,,,3.0,
447,,,,,,,,,,,,,4.0,,,,,,,
448,2.5,,3.0,4.33,,,,4.0,,,,,3.33,,,,4.0,,,3.0
449,,,,3.0,,,,,,,,,4.0,,,,,,,
450,3.0,,4.0,3.33,,,,,,,,,3.33,,,4.0,4.0,,3.0,
451,,,1.0,3.0,,,,,,,,,3.67,,,4.0,5.0,,,
452,,,,3.0,,,,,,,,,3.5,,,5.0,4.0,4.5,4.0,
453,2.0,,2.0,2.0,,,,,,,,,,,,4.0,,,,
454,3.43,4.67,3.5,3.12,3.5,,,3.5,2.38,,,,3.59,3.4,,3.66,3.88,3.75,3.2,3.5
455,2.2,3.0,3.5,3.0,,,,,,,,,2.17,3.0,,2.6,2.88,4.0,3.5,
456,,,,4.0,,,,,,,1.0,,4.0,,,3.0,,,,
457,3.57,4.71,3.75,3.86,4.0,,3.25,4.64,3.67,,,,3.82,4.32,,3.89,4.26,3.92,3.75,3.62
458,,,,3.67,,,,,,,,,,,,,4.0,,,
459,,,,3.0,,,,,,,,,,,,4.0,,,,
460,2.0,,,3.0,,,,,,,,,,,,,,,,
461,,,,2.5,,,3.5,,,,,,4.0,,,,,,,4.0
463,2.5,,,3.0,,,,4.0,,,,,,,,4.0,4.0,4.0,,
464,2.0,4.0,2.0,3.0,,,,4.0,,,,,3.5,,,,,3.0,3.0,
465,,,,,,,,,,,,,3.83,,,3.0,,,3.0,
466,2.71,4.0,2.5,2.75,3.0,,3.5,4.33,2.25,,,,3.75,5.0,,3.2,3.5,3.5,1.0,3.0
467,,,,,,,,,,,,,4.0,,,2.0,4.0,,,
468,2.7,,4.0,3.25,,,,4.0,4.0,,,,3.17,3.0,,3.33,3.88,2.0,4.0,4.0
469,,,,3.33,,,,,,,,,3.33,,,,,,3.0,2.0
470,3.0,,,2.0,,,,,,,,,,,,,,,1.0,
471,3.08,3.75,,4.03,3.0,,,4.5,3.0,,,,4.25,3.5,,3.5,4.5,4.5,4.5,3.0
472,,,,,,,,,,,,,3.0,,,4.0,,,,
473,,,,1.0,,,,,,,,,1.0,,,,1.0,,,
474,3.17,4.5,4.0,3.77,,,,4.5,3.0,,,,3.6,4.0,,3.92,4.08,4.0,3.75,4.4
475,4.5,,,4.0,4.0,,,,,,,,3.83,4.0,,4.5,4.33,4.5,4.5,4.67
476,,,,,,,,,,,,,,,,,,,,4.0
477,2.25,,,3.92,,,4.0,,,,,,4.5,,,4.0,4.0,,,4.0
479,,,,3.0,,,,,,,,,2.0,,,4.0,,4.0,,
480,3.42,4.5,3.94,3.38,3.44,,3.88,4.62,2.88,,,2.25,3.76,3.33,,3.86,4.42,3.86,3.11,3.38
481,3.5,3.0,4.0,3.2,4.0,,,2.0,3.5,,,,3.2,,,4.0,3.67,3.25,3.5,3.0
482,,,3.0,4.0,1.0,,,,,,,,2.0,0.5,,4.5,2.5,,,
483,,,,4.0,5.0,,,,1.0,,1.0,,,,,,,,,
484,3.0,,,3.0,1.0,,,3.5,,,,,,,,,,,,
485,2.64,3.25,3.0,3.21,3.0,,,,1.33,,,,2.93,3.5,,3.33,2.5,2.5,2.25,3.25
486,2.0,,,,,,,,,,,,,,,,,,,3.0
487,,,3.0,,,,,,,,,,,,,4.0,,,,
488,2.0,,,,4.0,,,,,,,,3.0,,,,3.5,,,
489,2.5,3.5,,1.0,,,,,,,,,3.0,,,3.33,,,2.0,2.0
490,3.0,,,3.33,,,,,,,,,3.0,4.0,,4.0,3.0,4.0,,
491,2.25,,,3.86,,,,4.0,,,,,3.0,,,3.38,3.5,,3.0,
492,3.0,,4.0,3.6,,,,,3.5,,,,3.83,5.0,,4.0,4.0,3.75,3.5,
493,2.5,,,3.5,3.0,,,,4.5,,,,3.2,3.0,,3.67,,,3.5,2.0
494,3.14,4.0,4.0,3.31,3.5,,,4.0,4.0,,,3.0,3.21,,,3.71,3.42,3.5,,3.0
495,,,,4.0,,,,,2.5,,,,4.0,,,5.0,3.75,,4.0,3.5
496,,,,3.0,,,,,,,,,2.0,,,,,,,
497,3.2,5.0,,3.71,4.0,4.0,,5.0,,,,3.75,3.95,3.0,,3.92,3.88,5.0,4.5,4.75
498,3.0,,3.0,2.0,,,,,,,,,,,,,,,,
499,,,,,,,,3.0,,,,,,,,,,,,
500,2.85,3.92,3.6,3.22,2.75,,,4.79,2.6,,,3.0,3.28,3.58,,3.65,4.11,3.82,3.15,3.92
501,,,,4.17,4.0,,,,,,5.0,,4.8,,,5.0,3.5,,,2.0
502,1.5,,3.0,2.25,,,,3.5,2.25,,,,2.17,,,3.0,2.0,2.5,,4.5
504,,,,4.0,,,,,,,,,3.0,,,3.0,3.0,,,
505,,,,3.33,,,,,,,,,3.0,,,,3.0,,1.5,
506,2.0,,,2.67,3.0,,,,,,,,3.0,,,4.0,4.0,,,
507,2.67,,,3.5,,,,5.0,,,,,3.5,,,4.0,3.0,3.5,,
508,3.5,3.9,4.0,3.39,2.62,,,4.5,1.5,,,,3.85,4.75,,4.08,3.0,3.88,3.88,3.67
509,3.67,5.0,2.0,3.33,4.33,,3.5,,2.0,,,,4.06,4.0,,3.95,4.06,4.83,3.8,3.86
510,3.0,,,1.25,,,,,,,,,,,,4.0,,,2.0,
511,,,,3.0,,,,,,,,,3.0,,,,,3.0,,
512,,,,,,,,,,,,,3.0,,,,4.0,,,
513,,,,,,,,,,,,,2.5,2.0,,,3.0,,,
514,3.25,,,3.1,,,,,,,,,4.5,4.0,,4.0,5.0,,3.5,3.5
515,3.8,,2.5,4.25,4.5,,,,3.0,,,,4.0,4.33,,3.75,4.4,5.0,4.0,4.5
516,2.0,,3.0,3.0,,,,,,,,,,,,3.0,,5.0,2.33,4.0
517,2.0,,,3.83,,,,,,,,,2.0,,,3.4,3.5,3.0,,
518,2.0,,2.0,1.83,,,,,,,,2.0,2.0,,,2.5,4.0,,1.0,
519,2.0,3.33,2.0,2.5,3.0,,,4.0,,,,,1.5,,,2.38,2.67,2.0,1.0,
520,3.08,3.62,3.0,2.82,1.5,,,2.75,2.75,,,3.0,3.45,5.0,,3.2,3.5,3.25,2.62,3.5
521,,,,2.5,4.0,,,,,,,,4.67,,,3.0,4.0,,2.0,
522,,,,3.25,3.0,,,,,,,,3.0,2.0,,3.0,,,,
523,,4.0,5.0,3.0,,,,,,,,,5.0,,,2.0,,1.0,,
524,2.92,3.5,,3.25,3.5,,,,2.5,,,3.5,3.57,,,4.17,4.67,,3.0,4.0
526,,,,,,,,,,,,,1.0,,,,,,,
527,4.0,4.5,4.08,4.31,3.14,4.0,4.8,4.83,2.5,,,3.5,4.19,3.75,,4.6,4.34,4.43,4.5,4.67
528,2.0,,,,,,,,,,,,,,,,3.0,,,
529,3.93,4.0,4.0,3.58,2.5,,,4.25,3.0,,,,4.0,4.5,,4.0,4.4,4.0,4.33,4.0
531,3.0,3.83,3.0,3.25,3.17,,3.0,,,,,,3.88,,,3.71,5.0,3.0,,4.0
532,2.75,3.0,3.5,2.5,,,,,,,,,3.83,,,2.75,3.83,,4.0,3.0
533,3.0,4.0,,3.0,,,,,,,,,3.5,,,3.0,,,,
534,4.0,,,3.8,5.0,,,4.0,,,,,4.2,,,4.0,5.0,4.0,4.0,4.67
535,3.88,5.0,4.0,4.0,5.0,,,,3.0,,,,3.88,,,4.0,4.0,1.0,3.0,4.5
536,3.0,,,1.0,,,,,,,,,1.0,,,,,,,4.0
537,3.0,,,2.25,3.0,,,,,,,,3.33,,,4.0,5.0,,1.0,
538,3.25,,,3.78,3.0,,4.0,,,,,,4.33,,,4.0,4.0,4.0,3.0,4.67
539,2.92,3.75,4.0,3.18,1.25,,,4.0,2.0,,,5.0,3.62,3.8,,3.38,4.0,4.06,3.39,3.5
540,0.75,4.5,,2.17,,,,,1.5,,,,3.0,2.0,,3.5,3.0,4.0,2.0,
541,3.17,4.5,3.0,4.02,3.5,,4.0,5.0,5.0,,,2.0,3.71,4.5,,4.18,4.47,4.14,4.05,3.0
542,,2.25,3.0,2.64,,,,,2.0,,,,3.17,,,3.5,3.5,,3.0,1.0
543,3.42,5.0,,2.88,4.0,,,,3.0,3.0,,,3.33,,,3.9,4.5,3.17,2.0,4.0
544,,,,3.0,2.5,,,,,,,,2.0,,,2.5,4.0,,,
546,1.0,1.0,1.0,1.5,1.0,,,,,,,,2.5,,,2.0,3.5,,,
547,,,,3.0,,,,,,,,,3.5,,,,1.0,4.0,,
548,,5.0,,2.5,3.5,,,,,,,,2.5,,,,,,,
549,,4.0,,3.5,,,4.0,,5.0,,,,5.0,,,,4.25,,3.0,4.5
550,2.0,4.0,2.0,3.5,,,,,,,,,4.0,,,3.0,5.0,2.0,,
551,3.5,4.17,3.8,3.26,1.0,4.0,,5.0,2.5,,,3.0,3.92,1.5,,3.2,4.17,4.3,3.25,4.5
552,2.86,3.33,4.0,2.67,,0.5,,3.5,3.0,4.0,,,3.14,5.0,,3.67,3.38,3.33,2.67,
553,3.1,,3.0,3.53,4.0,,,,,,,,3.0,3.67,,3.5,4.42,4.0,2.5,
554,,,,,,,,3.0,,,,,,,,,,3.0,,
555,3.42,4.75,4.0,3.75,3.5,,,,4.25,,,,3.67,3.9,,4.5,4.12,3.88,3.0,4.0
556,3.75,4.33,,3.0,,,,4.5,3.5,,,,3.5,,,4.0,4.0,,4.0,
558,,4.0,3.0,2.0,,,2.0,,,,,,3.0,,,,,3.0,,
559,,,,,,,,,,,,,,,,5.0,,,,
561,,,,,,,,,,,,,3.0,,,,,,,
562,3.5,3.5,4.5,3.0,,,,4.0,3.0,,,,3.75,,,4.0,3.83,5.0,4.0,4.0
563,,,,,,,,,,,,,,,,,,,3.0,
564,,,3.0,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,5.0,,4.0,,,,,,,
567,,,,3.0,,,,,,,,,5.0,,,,,,,
568,,,,3.0,,,,,,,,,,,,,,,,4.0
569,3.0,,,,,,,,,,1.0,,,,,3.0,,3.0,2.5,
571,,,,,,,,,,,,,4.0,,,,,,,
573,,,,,,,,,,,,,,,,1.0,,,,
574,,,5.0,2.75,,,,,3.0,,,,3.5,,,,4.0,,,
575,,,5.0,3.5,,,,4.5,,,,,2.25,,,2.67,5.0,4.0,,
577,3.0,,,,,,,,,,,,1.0,,,,,,,
580,,,,,,,,,,,,,2.5,,,,4.0,,,
581,4.0,4.0,,4.25,,,,5.0,,,,,4.33,,,3.5,4.5,4.0,5.0,
582,4.0,,,,,,,,,,,,,,,,,,,
585,2.8,,3.0,3.0,2.33,,,3.75,2.0,,,2.0,3.75,3.25,,3.67,3.62,2.5,3.33,2.33
586,2.83,3.92,3.2,2.77,2.25,,,4.5,2.75,,,3.25,3.21,3.0,,3.24,4.0,3.56,2.68,4.0
587,2.71,4.0,3.38,3.11,2.0,,,4.25,1.25,,,,2.64,4.25,,3.53,4.36,3.75,3.64,3.83
588,3.21,3.36,3.42,3.19,2.17,,4.67,4.68,2.0,,,3.5,3.79,2.61,,3.66,4.47,4.39,3.82,4.14
589,3.72,4.35,4.2,3.8,3.25,,4.67,4.59,3.5,,,2.5,3.73,3.8,,4.19,4.3,4.22,3.96,3.86
590,3.33,3.94,3.25,3.61,3.44,,4.0,4.44,2.67,,,2.0,3.3,3.45,,4.46,4.41,4.05,3.12,3.71
592,3.31,3.86,3.75,3.23,3.0,,3.0,4.0,3.12,,,,3.19,3.33,,3.42,3.89,3.73,3.27,3.17
593,3.86,4.35,4.15,4.02,4.14,,2.0,4.25,3.4,,5.0,1.5,4.22,4.39,,3.92,4.48,4.36,4.0,4.15
594,3.17,3.0,3.0,3.47,1.5,,4.0,4.75,2.5,,,3.25,3.86,2.83,,4.12,4.12,4.5,4.0,4.0
595,3.14,3.14,3.42,3.4,1.9,,4.67,4.55,3.0,,,3.0,4.14,2.75,,3.82,4.18,4.43,4.25,4.25
596,2.69,4.0,2.88,3.62,,,4.0,4.12,2.0,,,3.25,3.69,2.0,,4.0,4.2,4.5,4.0,3.0
597,3.05,3.75,3.5,3.19,2.67,,,4.25,2.38,,,2.5,2.98,3.25,,3.36,3.65,4.06,3.79,4.0
599,3.5,,4.0,5.0,,,,,,,,,4.5,4.5,,3.0,4.0,,,4.0
600,,,,,,,,,,,,,,,,,4.0,,,
603,3.0,,,,,,,,,,,,,,,,,,,
605,2.83,3.0,4.0,2.75,,,,4.0,,,,4.0,4.0,,,,,4.33,2.67,
606,,,,2.5,,,,,1.5,,,,4.0,4.0,,,,,2.0,
608,3.68,4.72,4.33,4.08,3.2,,5.0,4.68,5.0,,,4.0,4.13,4.12,,4.39,4.67,3.92,4.15,4.2
609,3.0,,,3.0,,,2.0,3.67,,,,,3.12,,,3.0,,,,
610,,,,2.8,3.0,,3.0,4.33,3.0,,,,4.0,3.5,,4.0,3.5,4.0,2.0,3.0
611,,,1.0,3.0,,,,5.0,,,,,1.0,5.0,,,3.0,,,
612,,1.0,2.0,3.0,,,,,,,,3.0,3.5,,,,,,,
613,2.62,,,3.6,,,,5.0,,,,,,,,4.5,,,3.0,
614,,,,,,,,,,,1.0,,2.0,,,,,,,
615,,,,,,,,,,,,,,,,,4.0,,3.0,
616,2.92,4.5,4.0,3.3,3.0,,4.0,4.83,2.5,,,3.0,3.5,1.75,,3.5,4.0,4.25,3.67,3.0
617,,,,,,,,,,,1.0,,,,,,,,,
619,2.0,,,,,,,,,,,1.0,3.5,,,,,,,
620,2.5,,,,,,,,,,,,,,,4.0,,,,
621,,,,,,,,,,,1.0,,5.0,,,,4.0,,,
626,,,,,,,,,,,,,,,,,,2.0,,
627,,,,3.0,,,,4.0,,,,,4.0,,,,3.67,2.5,,3.0
628,3.5,4.0,4.0,3.75,4.5,,,4.33,2.75,,,4.0,3.75,4.0,,3.75,4.21,4.1,,3.5
630,,,,,,,,4.0,,,,,,,,,,,3.0,
631,,,,3.0,,,,4.0,2.0,,,,1.75,,,4.0,,4.0,,
632,,,,,,,,,,,,,,,,5.0,4.0,,,
633,,,,5.0,,,,,,,,,4.0,,,,,3.0,,
635,3.0,,,,,,,,,,,,,,,3.0,5.0,4.0,,5.0
637,2.25,3.0,3.0,3.0,,,,3.67,1.0,,,3.0,2.6,,,3.3,,0.5,2.0,
638,,,,,,,,,,,,,,,,,,,,4.0
639,,,,3.0,,,,,,,,,3.5,,,,,,3.0,
640,,4.0,3.0,3.2,4.0,,,3.0,,,,,3.67,,,3.0,3.5,,,
647,3.17,,,2.9,3.0,,4.0,4.67,1.5,,,,3.62,,,4.33,3.62,4.0,,3.5
648,2.96,4.09,3.42,3.36,4.12,,,4.1,2.88,,,1.0,3.58,3.75,,3.46,3.96,3.56,3.5,3.2
650,2.5,,,3.0,,,,4.0,,,,,3.5,,,5.0,2.0,,,
651,,,,,,,,,,,,,,1.0,,,,,,
653,2.29,3.5,3.5,3.11,3.5,,,5.0,,,,,3.46,1.0,,2.9,3.0,3.42,3.0,1.67
656,,,,3.0,,,,,,,,,,,,,,,,3.0
659,,,,,,,,,,,,,4.0,,,,4.5,,,
661,3.0,3.67,3.5,3.79,,,4.5,4.67,,,,3.5,3.5,2.5,,3.42,4.0,3.67,3.0,4.0
662,2.0,,,,,,,,,,,,2.0,5.0,,3.0,5.0,4.0,,
663,2.5,,5.0,2.5,,,,3.5,2.0,,,,3.75,4.0,,4.5,,,3.0,
664,,,,,,,,,,,,,4.0,,,3.0,,,,
665,,,,4.0,,,,,3.0,,,,,,,5.0,3.0,,2.0,
667,,,,3.0,,,,5.0,,,,,,,,,,,,
668,3.0,,,,,,,,,,,,4.5,,,,3.5,,,5.0
670,,,,,,,,,,,,,2.75,,,,,,4.0,
671,4.62,4.5,3.0,4.2,,,4.0,4.0,,,,,4.5,5.0,,3.2,4.0,,3.75,4.0
673,2.14,4.0,5.0,2.56,1.25,,3.0,3.0,1.0,,,,3.17,1.5,,3.38,3.5,3.75,1.83,4.0
674,1.0,2.0,,2.21,,,,5.0,3.0,,,,3.5,,,3.0,3.0,2.67,2.0,
678,,,4.5,4.0,,,,,,,1.0,,4.0,,,5.0,5.0,3.33,,
679,,,,,,,,,,,,,,,,,,,,4.0
680,,,,,,,,,2.0,,,,4.0,4.75,,4.0,4.0,,,
681,,,,,,,,,,,,,,,,3.0,,,,
685,,,,2.75,,,,4.0,,,,,3.0,,,,,,,
687,,,,,,,,,,,,,,,,3.0,,,3.0,
688,2.0,,2.0,2.5,1.0,,,,,,,,3.0,,,4.0,,2.5,,2.0
690,,,,,,,,,,,,,,,,4.0,,,,
691,2.75,,3.0,4.0,,,,3.0,,,,,4.0,,,,4.0,,,
692,,,,,,,,,,,,,,,,2.0,,,,
694,2.5,,,2.67,2.0,,,5.0,,,,,2.5,,,3.0,,3.0,,
695,,,,,,,,4.0,,,,,4.0,,,,,,,
696,,,,,3.0,,,,,,,,,,,,1.0,,,
697,,4.0,,,,,,,,,,,2.0,,,,,,4.0,
698,,,,,,,,,,,,,,,,,3.0,,,
700,3.0,,,4.0,,,3.0,,,,,3.0,,,,,,,,3.0
702,,,,,,,,,,,,,,,,,5.0,,,
703,,,,,,,,,,,,,3.0,,,,,,,
704,,,3.0,2.75,,,,4.0,,,,,,,,,,,,
705,,,,,,,,,,,,,2.25,,,,,,,4.0
707,2.83,,2.5,2.62,,,,5.0,,,,,3.5,,,3.3,4.0,4.0,2.0,3.5
708,2.1,4.0,5.0,3.12,,,,4.33,2.5,,,3.5,3.17,,,3.5,3.67,4.0,3.4,4.33
709,2.25,,5.0,,1.0,,,,,,,,3.0,,,4.0,,3.0,2.5,3.0
710,,,,2.0,,,,,,,,,,,,,,,1.0,
711,,3.0,4.0,2.0,1.0,,,4.5,,,,,,,,3.33,,,,
714,,5.0,,2.0,1.0,,,5.0,3.0,,,,1.0,4.5,,4.5,4.5,4.0,,
715,,,,,,,,,,,,,2.0,,,2.0,4.0,,,
718,2.5,,,,,,,,,,,,,,,,4.0,,,
719,2.0,4.5,2.0,2.64,3.0,,,4.25,,,,,2.75,0.5,,3.0,4.0,1.75,1.0,3.0
720,3.83,4.0,3.5,3.75,4.5,,5.0,5.0,3.0,,1.0,4.0,3.57,3.5,,3.38,4.67,5.0,5.0,
721,,,,,,,,,,,,,,,,4.0,,,,
722,4.0,,,,,,,,,,,,4.0,,,,,,,
